지점,지점명,일시,기온,풍속,습도,해면기압
232,천안,2021-04-05 23:00,7.2,0.2,70,1022.5
232,천안,2021-04-06 0:00,6.5,0.5,75,1022.5
232,천안,2021-04-06 1:00,6.4,1.3,74,1022.8
232,천안,2021-04-06 2:00,6.2,0.6,79,1022.2
232,천안,2021-04-06 3:00,5.2,0.3,84,1022.1
232,천안,2021-04-06 4:00,4.3,0.1,88,1021.9
232,천안,2021-04-06 5:00,4.3,0.4,91,1022.2
232,천안,2021-04-06 6:00,4.2,0,92,1022.6
232,천안,2021-04-06 7:00,4.7,0.4,91,1022.9
232,천안,2021-04-06 8:00,6.6,0.4,77,1022.9
232,천안,2021-04-06 9:00,9.6,0.8,58,1022.7
232,천안,2021-04-06 10:00,13.1,0.9,49,1022.6
232,천안,2021-04-06 11:00,15.9,2.6,39,1021.8
232,천안,2021-04-06 12:00,17.5,2.9,25,1021.2
232,천안,2021-04-06 13:00,17.9,3.9,20,1020.4
232,천안,2021-04-06 14:00,18.6,3.2,24,1019.6
232,천안,2021-04-06 15:00,18.7,3.6,25,1019.5
232,천안,2021-04-06 16:00,17.5,4.3,28,1019.6
232,천안,2021-04-06 17:00,17.4,2.3,31,1019.1
232,천안,2021-04-06 18:00,16.4,1.6,33,1019.1
232,천안,2021-04-06 19:00,14.6,1,39,1019.7
232,천안,2021-04-06 20:00,13.2,0.8,44,1020.1
232,천안,2021-04-06 21:00,11.6,0.3,54,1021.2
232,천안,2021-04-06 22:00,11.6,0.8,53,1021.5
232,천안,2021-04-06 23:00,11.8,1.6,50,1021.7
232,천안,2021-04-07 0:00,9.4,0.5,63,1022.1
232,천안,2021-04-07 1:00,8.6,1,67,1022.4
232,천안,2021-04-07 2:00,7.7,0.7,70,1022.3
232,천안,2021-04-07 3:00,6.6,0.8,76,1022.1
232,천안,2021-04-07 4:00,4.9,0.8,88,1021.8
232,천안,2021-04-07 5:00,4.2,0.6,92,1021.9
232,천안,2021-04-07 6:00,3.7,0.3,96,1022.3
232,천안,2021-04-07 7:00,3.8,0.4,95,1022.4
232,천안,2021-04-07 8:00,6.6,0.3,83,1022.7
232,천안,2021-04-07 9:00,10,0.9,62,1022.9
232,천안,2021-04-07 10:00,13.1,1.1,51,1022.6
232,천안,2021-04-07 11:00,15.8,1.6,43,1021.9
232,천안,2021-04-07 12:00,17.7,1.7,35,1020.9
232,천안,2021-04-07 13:00,20.2,2.2,31,1019.8
232,천안,2021-04-07 14:00,20.9,2.6,22,1019.1
232,천안,2021-04-07 15:00,20.2,3.2,22,1018.7
232,천안,2021-04-07 16:00,19.5,3.9,19,1018.6
232,천안,2021-04-07 17:00,18.8,3,21,1018.5
232,천안,2021-04-07 18:00,17.5,2.3,23,1018.7
232,천안,2021-04-07 19:00,15.5,1.1,26,1018.5
232,천안,2021-04-07 20:00,14.1,1.1,30,1019.2
232,천안,2021-04-07 21:00,13.5,1.3,38,1019.8
232,천안,2021-04-07 22:00,12.6,0.7,36,1019.6
232,천안,2021-04-07 23:00,11.5,0.5,41,1019.5
232,천안,2021-04-08 0:00,9,0.1,55,1019.2
232,천안,2021-04-08 1:00,8.5,0.9,60,1019.1
232,천안,2021-04-08 2:00,7.2,0.4,69,1019.2
232,천안,2021-04-08 3:00,6.2,0.1,72,1019.2
232,천안,2021-04-08 4:00,5.3,0.1,78,1019.3
232,천안,2021-04-08 5:00,4.1,0.3,87,1019.3
232,천안,2021-04-08 6:00,3.2,0.1,92,1019.6
232,천안,2021-04-08 7:00,3.4,0.1,91,1020.2
232,천안,2021-04-08 8:00,7.2,0.7,78,1020.2
232,천안,2021-04-08 9:00,10.8,1.8,49,1020.1
232,천안,2021-04-08 10:00,13,1.1,38,1020.2
232,천안,2021-04-08 11:00,15,2.3,32,1019.9
232,천안,2021-04-08 12:00,16.3,3.1,30,1019.2
232,천안,2021-04-08 13:00,17.1,2.8,22,1018.8
232,천안,2021-04-08 14:00,16.8,3.5,24,1018.3
232,천안,2021-04-08 15:00,17.9,2.2,26,1017.7
232,천안,2021-04-08 16:00,16.9,3,30,1017.7
232,천안,2021-04-08 17:00,16,2.7,28,1017.9
232,천안,2021-04-08 18:00,14.9,2.1,31,1018.3
232,천안,2021-04-08 19:00,13.3,1.1,31,1018.7
232,천안,2021-04-08 20:00,12.4,1.4,34,1019.4
232,천안,2021-04-08 21:00,11.9,1.4,36,1020.1
232,천안,2021-04-08 22:00,11.4,2.5,43,1020.8
232,천안,2021-04-08 23:00,10.6,2.4,50,1020.7
232,천안,2021-04-09 0:00,9.6,0.7,53,1021
232,천안,2021-04-09 1:00,7.7,1.2,62,1021.1
232,천안,2021-04-09 2:00,6.4,0.6,65,1021.4
232,천안,2021-04-09 3:00,4.7,0,76,1021.8
232,천안,2021-04-09 4:00,3.9,0.2,83,1022.4
232,천안,2021-04-09 5:00,2.7,0.1,86,1022.9
232,천안,2021-04-09 6:00,1.8,0.7,90,1023.5
232,천안,2021-04-09 7:00,2.6,0.3,86,1024.1
232,천안,2021-04-09 8:00,6.3,0.4,74,1025
232,천안,2021-04-09 9:00,11.5,2.4,49,1025.2
232,천안,2021-04-09 10:00,12.9,3.6,46,1025.7
232,천안,2021-04-09 11:00,14.7,2.5,39,1025.9
232,천안,2021-04-09 12:00,16.5,3.1,36,1025.5
232,천안,2021-04-09 13:00,17,2.1,31,1024.8
232,천안,2021-04-09 14:00,17.3,2.6,29,1024.5
232,천안,2021-04-09 15:00,17.3,3.2,29,1024.1
232,천안,2021-04-09 16:00,18.1,1.6,30,1023.7
232,천안,2021-04-09 17:00,17.7,3.8,31,1023.9
232,천안,2021-04-09 18:00,16.5,5,38,1024.5
232,천안,2021-04-09 19:00,14.8,3.1,44,1025.5
232,천안,2021-04-09 20:00,13.4,3.8,48,1026.9
232,천안,2021-04-09 21:00,12.1,2.1,52,1028.4
232,천안,2021-04-09 22:00,10.3,2.1,61,1029.4
232,천안,2021-04-09 23:00,9.7,2.2,59,1029.9
232,천안,2021-04-10 0:00,8.2,1.7,64,1030.4
232,천안,2021-04-10 1:00,7.9,2.2,62,1030.5
232,천안,2021-04-10 2:00,6.7,1.5,68,1030.5
232,천안,2021-04-10 3:00,5.3,1.5,75,1030.6
232,천안,2021-04-10 4:00,4.6,0.7,81,1030.9
232,천안,2021-04-10 5:00,3.9,0.2,87,1031.4
232,천안,2021-04-10 6:00,3.2,0.9,90,1032.1
232,천안,2021-04-10 7:00,3.7,0.6,88,1032.6
232,천안,2021-04-10 8:00,7.2,1.1,73,1032.9
232,천안,2021-04-10 9:00,10.1,1.3,57,1033.3
232,천안,2021-04-10 10:00,12.1,1.8,51,1033.4
232,천안,2021-04-10 11:00,13.7,1.4,47,1032.9
232,천안,2021-04-10 12:00,15.3,1.4,41,1032
232,천안,2021-04-10 13:00,16.4,2.1,36,1031.2
232,천안,2021-04-10 14:00,17.2,2.6,35,1030.4
232,천안,2021-04-10 15:00,18.1,2.5,32,1029.8
232,천안,2021-04-10 16:00,17.7,2.1,37,1029.7
232,천안,2021-04-10 17:00,16.8,2.7,43,1029.5
232,천안,2021-04-10 18:00,15.3,2.1,46,1029.9
232,천안,2021-04-10 19:00,13.8,1.3,50,1029.9
232,천안,2021-04-10 20:00,12.6,0.4,53,1030.6
232,천안,2021-04-10 21:00,10.8,0.2,65,1031.5
232,천안,2021-04-10 22:00,9.6,0.9,70,1031.7
232,천안,2021-04-10 23:00,8.9,0.3,73,1032.1
232,천안,2021-04-11 0:00,7.3,0.4,81,1032.4
232,천안,2021-04-11 1:00,6,0.1,88,1032.6
232,천안,2021-04-11 2:00,5.3,0.5,93,1032.6
232,천안,2021-04-11 3:00,4.9,0.2,93,1032.6
232,천안,2021-04-11 4:00,4,0,94,1032.4
232,천안,2021-04-11 5:00,3.7,0,94,1032.5
232,천안,2021-04-11 6:00,3.1,0.2,96,1032.6
232,천안,2021-04-11 7:00,4.1,0,95,1032.8
232,천안,2021-04-11 8:00,6.5,0.8,86,1033.2
232,천안,2021-04-11 9:00,10.4,0.8,67,1033.2
232,천안,2021-04-11 10:00,14.4,1,52,1033
232,천안,2021-04-11 11:00,16.4,2.3,40,1032.5
232,천안,2021-04-11 12:00,18.4,2.5,33,1031.3
232,천안,2021-04-11 13:00,19.6,2.4,30,1030.1
232,천안,2021-04-11 14:00,19.9,2.4,29,1029.1
232,천안,2021-04-11 15:00,21,1.8,29,1028.3
232,천안,2021-04-11 16:00,21.1,1.8,28,1027.4
232,천안,2021-04-11 17:00,21.2,1.8,27,1026.6
232,천안,2021-04-11 18:00,20.9,0.3,27,1026.7
232,천안,2021-04-11 19:00,17.5,1.9,40,1026.9
232,천안,2021-04-11 20:00,15.6,2.1,46,1027.2
232,천안,2021-04-11 21:00,14.1,0,51,1027.6
232,천안,2021-04-11 22:00,13.1,0.1,57,1028.4
232,천안,2021-04-11 23:00,11.6,0.2,69,1027.9
232,천안,2021-04-12 0:00,11.5,0.5,71,1027.4
232,천안,2021-04-12 1:00,11.3,0.3,72,1027.3
232,천안,2021-04-12 2:00,10.6,0.2,76,1026.9
232,천안,2021-04-12 3:00,10.6,0.8,75,1026.4
232,천안,2021-04-12 4:00,10.4,0,76,1026.1
232,천안,2021-04-12 5:00,10.3,0.5,78,1025.3
232,천안,2021-04-12 6:00,10.5,1.2,77,1024.6
232,천안,2021-04-12 7:00,11.3,1.2,72,1024.1
232,천안,2021-04-12 8:00,12.2,0.4,67,1024.7
232,천안,2021-04-12 9:00,14.8,3,34,1023.5
232,천안,2021-04-12 10:00,15.1,2.1,35,1024
232,천안,2021-04-12 11:00,16,3.1,29,1022.8
232,천안,2021-04-12 12:00,15.7,3.4,38,1021.6
232,천안,2021-04-12 13:00,14,2.5,57,1020.3
232,천안,2021-04-12 14:00,12.9,4.8,77,1018.8
232,천안,2021-04-12 15:00,12.2,3.6,93,1017.4
232,천안,2021-04-12 16:00,11.9,2.7,96,1015.8
232,천안,2021-04-12 17:00,12.2,2.8,94,1014.9
232,천안,2021-04-12 18:00,12.1,2.7,95,1014.1
232,천안,2021-04-12 19:00,12.1,3.5,98,1013.2
232,천안,2021-04-12 20:00,12.1,3.5,99,1012.3
232,천안,2021-04-12 21:00,12.3,2,100,1012
232,천안,2021-04-12 22:00,12.3,2,100,1011.5
232,천안,2021-04-12 23:00,12.7,1.1,100,1010.8
232,천안,2021-04-13 0:00,12.8,0.6,100,1010
232,천안,2021-04-13 1:00,14.1,1.7,100,1009.3
232,천안,2021-04-13 2:00,14.3,1.4,98,1009.2
232,천안,2021-04-13 3:00,13.6,2.2,99,1009.4
232,천안,2021-04-13 4:00,12.8,1.9,98,1010
232,천안,2021-04-13 5:00,11.9,2.4,100,1010.3
232,천안,2021-04-13 6:00,11.1,1.7,100,1010.9
232,천안,2021-04-13 7:00,10.7,2.7,100,1011.8
232,천안,2021-04-13 8:00,11.1,2.5,100,1012.7
232,천안,2021-04-13 9:00,11.1,2.2,93,1013.3
232,천안,2021-04-13 10:00,12.4,3.7,82,1013.6
232,천안,2021-04-13 11:00,13.6,3.4,75,1013.6
232,천안,2021-04-13 12:00,14.4,5.1,67,1013.7
232,천안,2021-04-13 13:00,14,4.9,57,1014
232,천안,2021-04-13 14:00,13,4.9,58,1014.4
232,천안,2021-04-13 15:00,12.2,5,53,1014.6
232,천안,2021-04-13 16:00,11.8,5.4,49,1014.5
232,천안,2021-04-13 17:00,10.5,4.7,50,1015.2
232,천안,2021-04-13 18:00,9.1,4.6,58,1015.9
232,천안,2021-04-13 19:00,7.4,2.4,66,1016
232,천안,2021-04-13 20:00,6.7,3.3,70,1017
232,천안,2021-04-13 21:00,6.1,3,72,1017.8
232,천안,2021-04-13 22:00,5.6,1.7,75,1018.4
232,천안,2021-04-13 23:00,5.3,2.4,77,1018.9
232,천안,2021-04-14 0:00,5.1,1.7,78,1019.2
232,천안,2021-04-14 1:00,5.5,3,73,1019.5
232,천안,2021-04-14 2:00,5.1,1.8,74,1019.4
232,천안,2021-04-14 3:00,4,0.8,83,1019.5
232,천안,2021-04-14 4:00,3.3,0.9,87,1019.6
232,천안,2021-04-14 5:00,2.2,0,95,1019.7
232,천안,2021-04-14 6:00,1.6,0.1,98,1019.8
232,천안,2021-04-14 7:00,2.2,0.1,95,1020.4
232,천안,2021-04-14 8:00,5,1.2,78,1020.8
232,천안,2021-04-14 9:00,8.2,3,45,1021
232,천안,2021-04-14 10:00,9.8,2.7,41,1021.3
232,천안,2021-04-14 11:00,11.3,2.4,35,1021.3
232,천안,2021-04-14 12:00,12.4,3.1,32,1020.4
232,천안,2021-04-14 13:00,13.7,3.5,23,1019.7
232,천안,2021-04-14 14:00,14.4,3.3,26,1019.5
232,천안,2021-04-14 15:00,13.8,4.5,26,1019.4
232,천안,2021-04-14 16:00,13.7,3.4,28,1019.5
232,천안,2021-04-14 17:00,13.4,2.4,30,1019.6
232,천안,2021-04-14 18:00,12.2,2.4,32,1019.2
232,천안,2021-04-14 19:00,10.7,1.4,36,1019.5
232,천안,2021-04-14 20:00,9.3,1.2,44,1020.1
232,천안,2021-04-14 21:00,7.9,0.8,51,1021.3
232,천안,2021-04-14 22:00,6.6,0.4,59,1021.9
232,천안,2021-04-14 23:00,4.4,0.9,74,1022.1
232,천안,2021-04-15 0:00,3.8,1,78,1022.4
232,천안,2021-04-15 1:00,2.1,0.1,90,1022.3
232,천안,2021-04-15 2:00,1.7,0.9,93,1022.5
232,천안,2021-04-15 3:00,0.8,0.5,97,1021.8
232,천안,2021-04-15 4:00,0.8,0.9,97,1021.7
232,천안,2021-04-15 5:00,0.3,1,99,1021.8
232,천안,2021-04-15 6:00,0.1,0.2,99,1022.4
232,천안,2021-04-15 7:00,0.9,0.5,98,1022.3
232,천안,2021-04-15 8:00,3.7,0.3,87,1022.4
232,천안,2021-04-15 9:00,7.1,0.9,65,1022.3
232,천안,2021-04-15 10:00,9.6,0.9,55,1022.3
232,천안,2021-04-15 11:00,11.7,1.7,47,1022
232,천안,2021-04-15 12:00,13.9,1.4,41,1021
232,천안,2021-04-15 13:00,15.2,2,32,1019.7
232,천안,2021-04-15 14:00,16.4,1.9,23,1018.7
232,천안,2021-04-15 15:00,17.3,1.5,23,1017.7
232,천안,2021-04-15 16:00,17.4,2.5,17,1016.8
232,천안,2021-04-15 17:00,17.5,2.6,17,1016.5
232,천안,2021-04-15 18:00,17.2,1.6,20,1016.2
232,천안,2021-04-15 19:00,15.3,1.3,27,1016.6
232,천안,2021-04-15 20:00,13.2,1,42,1017
232,천안,2021-04-15 21:00,11.6,1.2,40,1017.8
232,천안,2021-04-15 22:00,9.2,0.5,59,1018.2
232,천안,2021-04-15 23:00,7.5,0.5,68,1017.9
232,천안,2021-04-16 0:00,6.3,0,74,1018.4
232,천안,2021-04-16 1:00,5.6,0.1,78,1018.8
232,천안,2021-04-16 2:00,5.4,0.7,79,1017.9
232,천안,2021-04-16 3:00,5.4,0.1,80,1017.6
232,천안,2021-04-16 4:00,6,0.8,82,1017.7
232,천안,2021-04-16 5:00,6.6,0.7,77,1017.3
232,천안,2021-04-16 6:00,7.1,0.8,77,1017.4
232,천안,2021-04-16 7:00,7.7,0.8,77,1017.4
232,천안,2021-04-16 8:00,10.3,1.6,56,1016.4
232,천안,2021-04-16 9:00,11.3,1.8,56,1016.7
232,천안,2021-04-16 10:00,12.6,1.2,61,1017
232,천안,2021-04-16 11:00,13.3,2.4,63,1017.1
232,천안,2021-04-16 12:00,13.5,1.5,63,1017
232,천안,2021-04-16 13:00,13.5,2.6,68,1016.7
232,천안,2021-04-16 14:00,12.9,1.7,77,1017
232,천안,2021-04-16 15:00,13.2,3.2,77,1017
232,천안,2021-04-16 16:00,13.9,2.1,74,1016.6
232,천안,2021-04-16 17:00,14.4,1.5,64,1016.1
232,천안,2021-04-16 18:00,14.1,2,62,1016.3
232,천안,2021-04-16 19:00,13.1,1,63,1016.7
232,천안,2021-04-16 20:00,11.5,0,72,1017.6
232,천안,2021-04-16 21:00,9.7,0,84,1018.6
232,천안,2021-04-16 22:00,8.7,0.2,92,1019.1
232,천안,2021-04-16 23:00,7.6,0.5,83,1019.3
232,천안,2021-04-17 0:00,6,0,92,1019.3
232,천안,2021-04-17 1:00,4.7,0.8,92,1019
232,천안,2021-04-17 2:00,3.8,0,89,1018.1
232,천안,2021-04-17 3:00,2.9,0.2,97,1017.8
232,천안,2021-04-17 4:00,2.3,0.2,97,1017.8
232,천안,2021-04-17 5:00,1.5,0.3,93,1017
232,천안,2021-04-17 6:00,1.2,0,99,1016.8
232,천안,2021-04-17 7:00,1.8,0.8,97,1017.1
232,천안,2021-04-17 8:00,4.5,1,81,1017.3
232,천안,2021-04-17 9:00,9.6,1.3,62,1017
232,천안,2021-04-17 10:00,13.1,2.8,39,1017.1
232,천안,2021-04-17 11:00,13.3,3.5,39,1017.1
232,천안,2021-04-17 12:00,12.9,2.2,34,1016.4
232,천안,2021-04-17 13:00,14.3,4.3,27,1015.1
232,천안,2021-04-17 14:00,14.7,4.8,29,1014.1
232,천안,2021-04-17 15:00,14.9,4.6,38,1013.4
232,천안,2021-04-17 16:00,13.7,4,28,1013.3
232,천안,2021-04-17 17:00,13,4.2,30,1013.8
232,천안,2021-04-17 18:00,11.8,2,35,1014.5
232,천안,2021-04-17 19:00,9.9,4.1,40,1015.1
232,천안,2021-04-17 20:00,8.9,3.2,42,1015.8
232,천안,2021-04-17 21:00,8.1,2.1,46,1016.1
232,천안,2021-04-17 22:00,7.4,1.4,51,1016.3
232,천안,2021-04-17 23:00,7.2,1.5,59,1016.4
232,천안,2021-04-18 0:00,6.7,0.8,67,1016.7
232,천안,2021-04-18 1:00,7.3,1.9,68,1016.5
232,천안,2021-04-18 2:00,7.1,3.3,75,1016.2
232,천안,2021-04-18 3:00,6.9,1.7,77,1016.6
232,천안,2021-04-18 4:00,6.7,2.4,78,1016.6
232,천안,2021-04-18 5:00,6.5,2,84,1016.8
232,천안,2021-04-18 6:00,6.8,1.6,83,1017.4
232,천안,2021-04-18 7:00,7.6,1.7,76,1018.2
232,천안,2021-04-18 8:00,8.3,3.6,68,1018.2
232,천안,2021-04-18 9:00,9.7,2.9,60,1018.7
232,천안,2021-04-18 10:00,11.2,3.2,51,1019
232,천안,2021-04-18 11:00,11.1,3.1,54,1019.2
232,천안,2021-04-18 12:00,12.7,3.6,43,1018.4
232,천안,2021-04-18 13:00,13.5,2.8,40,1017.6
232,천안,2021-04-18 14:00,13.7,4.7,42,1016.7
232,천안,2021-04-18 15:00,14.7,3.3,37,1016.2
232,천안,2021-04-18 16:00,14,3.5,39,1015.9
232,천안,2021-04-18 17:00,13.8,3.6,40,1016
232,천안,2021-04-18 18:00,13,2.8,44,1016.2
232,천안,2021-04-18 19:00,11.9,0.6,48,1016.8
232,천안,2021-04-18 20:00,10.1,0.4,57,1017.6
232,천안,2021-04-18 21:00,9.6,1.2,63,1018.5
232,천안,2021-04-18 22:00,8.4,0.8,68,1019.4
232,천안,2021-04-18 23:00,6.5,0.9,77,1019.2
232,천안,2021-04-19 0:00,5,0.2,89,1019.6
232,천안,2021-04-19 1:00,3.4,0.4,93,1019.7
232,천안,2021-04-19 2:00,2.6,0,98,1019.5
232,천안,2021-04-19 3:00,2,0.2,97,1019.5
232,천안,2021-04-19 4:00,1.3,0.1,98,1019.6
232,천안,2021-04-19 5:00,0.7,0,100,1019.5
232,천안,2021-04-19 6:00,0.2,0,100,1019.6
232,천안,2021-04-19 7:00,1.9,0,97,1019.9
232,천안,2021-04-19 8:00,5.8,0.9,86,1020
232,천안,2021-04-19 9:00,9.5,1.2,76,1019.8
232,천안,2021-04-19 10:00,12.1,1.2,58,1019.6
232,천안,2021-04-19 11:00,15.2,2.6,46,1019.3
232,천안,2021-04-19 12:00,17.3,3,38,1018.3
232,천안,2021-04-19 13:00,19.2,3.2,33,1017.5
232,천안,2021-04-19 14:00,19.9,3.2,29,1017.1
232,천안,2021-04-19 15:00,20.1,4,33,1016.7
232,천안,2021-04-19 16:00,20.6,3.1,30,1016.2
232,천안,2021-04-19 17:00,20,2.1,33,1016.3
232,천안,2021-04-19 18:00,18.7,2.3,36,1016.5
232,천안,2021-04-19 19:00,16.9,1.7,41,1017
232,천안,2021-04-19 20:00,15.2,2.6,47,1018
232,천안,2021-04-19 21:00,13.7,2.1,54,1019
232,천안,2021-04-19 22:00,11.6,0.9,63,1019.6
232,천안,2021-04-19 23:00,9.2,0.9,76,1019.9
232,천안,2021-04-20 0:00,8.2,0.2,84,1020.6
232,천안,2021-04-20 1:00,6.6,0.1,90,1021
232,천안,2021-04-20 2:00,5.6,0.2,94,1020.8
232,천안,2021-04-20 3:00,5.2,0.5,97,1021.1
232,천안,2021-04-20 4:00,4,0,99,1021.5
232,천안,2021-04-20 5:00,4.1,0.3,98,1021.6
232,천안,2021-04-20 6:00,3.2,0.1,100,1022.4
232,천안,2021-04-20 7:00,4.6,0.1,95,1022.8
232,천안,2021-04-20 8:00,7.5,0.4,84,1023
232,천안,2021-04-20 9:00,11.3,0.8,73,1023.1
232,천안,2021-04-20 10:00,14.9,1.1,51,1023
232,천안,2021-04-20 11:00,17.9,1.4,44,1022.6
232,천안,2021-04-20 12:00,19.7,1,36,1021.8
232,천안,2021-04-20 13:00,21.6,2.1,31,1021.1
232,천안,2021-04-20 14:00,21.9,2.9,27,1020.5
232,천안,2021-04-20 15:00,22.9,2.6,26,1019.9
232,천안,2021-04-20 16:00,22.8,2.9,27,1019.3
232,천안,2021-04-20 17:00,22.1,2.4,29,1019.8
232,천안,2021-04-20 18:00,19.4,2.3,32,1020.1
232,천안,2021-04-20 19:00,16.2,2.2,33,1020.9
232,천안,2021-04-20 20:00,15.2,2.2,29,1022
232,천안,2021-04-20 21:00,14.3,1.9,34,1022.4
232,천안,2021-04-20 22:00,12.8,0.2,46,1022.9
232,천안,2021-04-20 23:00,11.5,0,50,1022.8
232,천안,2021-04-21 0:00,10.8,0.3,57,1023.3
232,천안,2021-04-21 1:00,9.4,0.1,66,1023.4
232,천안,2021-04-21 2:00,8.4,0.3,75,1023.4
232,천안,2021-04-21 3:00,7.9,0.1,74,1023.5
232,천안,2021-04-21 4:00,7.4,0.2,79,1023.5
232,천안,2021-04-21 5:00,6.6,0,84,1023.6
232,천안,2021-04-21 6:00,5.9,0.8,84,1023.9
232,천안,2021-04-21 7:00,6.7,0.7,84,1024.4
232,천안,2021-04-21 8:00,9.9,1,69,1024.4
232,천안,2021-04-21 9:00,14.8,0.7,48,1024.4
232,천안,2021-04-21 10:00,18.9,1,41,1024
232,천안,2021-04-21 11:00,21.5,1.6,34,1023.4
232,천안,2021-04-21 12:00,24.3,0.9,29,1022.2
232,천안,2021-04-21 13:00,25.9,1.4,22,1021.3
232,천안,2021-04-21 14:00,26.9,1.3,20,1020.4
232,천안,2021-04-21 15:00,27.4,1.6,18,1019.5
232,천안,2021-04-21 16:00,28.4,2.3,18,1018.6
232,천안,2021-04-21 17:00,27.8,1.9,18,1018.3
232,천안,2021-04-21 18:00,26.7,2.8,24,1018.5
232,천안,2021-04-21 19:00,24.2,3.4,32,1019.2
232,천안,2021-04-21 20:00,22.5,1.4,37,1020.5
232,천안,2021-04-21 21:00,21,1.8,40,1021.7
232,천안,2021-04-21 22:00,19.9,0.4,38,1022.2
232,천안,2021-04-21 23:00,17.7,0.7,50,1022.1
232,천안,2021-04-22 0:00,16.9,0.7,54,1022.3
232,천안,2021-04-22 1:00,16.6,1.7,54,1022.1
232,천안,2021-04-22 2:00,15.8,0.3,55,1022.4
232,천안,2021-04-22 3:00,15.1,1.4,62,1021.7
232,천안,2021-04-22 4:00,15.2,1.5,50,1020.9
232,천안,2021-04-22 5:00,14.9,1.4,51,1021.6
232,천안,2021-04-22 6:00,14.8,3,51,1021.8
232,천안,2021-04-22 7:00,14.9,1.4,52,1021.7
232,천안,2021-04-22 8:00,16.1,3.1,47,1020.6
232,천안,2021-04-22 9:00,17.8,0.9,45,1021
232,천안,2021-04-22 10:00,19.8,0.9,41,1020.9
232,천안,2021-04-22 11:00,21.9,1.1,37,1020.4
232,천안,2021-04-22 12:00,24.8,3.9,26,1019.4
232,천안,2021-04-22 13:00,26.4,1.3,22,1018.4
232,천안,2021-04-22 14:00,27.3,2.5,19,1017.3
232,천안,2021-04-22 15:00,27.7,3.7,17,1016.5
232,천안,2021-04-22 16:00,27.3,5.6,18,1016.2
232,천안,2021-04-22 17:00,27.5,3.4,17,1016.2
232,천안,2021-04-22 18:00,26.3,2.9,18,1017.1
232,천안,2021-04-22 19:00,22.8,1.8,30,1018.1
232,천안,2021-04-22 20:00,21.3,1.3,35,1018.3
232,천안,2021-04-22 21:00,19.9,0.8,42,1019
232,천안,2021-04-22 22:00,19.3,1.5,43,1019.3
232,천안,2021-04-22 23:00,18.3,1.6,51,1018.9
232,천안,2021-04-23 0:00,17.3,0.3,53,1018.6
232,천안,2021-04-23 1:00,16.5,0.3,58,1018.6
232,천안,2021-04-23 2:00,16.2,0.9,62,1018.4
232,천안,2021-04-23 3:00,15.7,0.8,63,1019.1
232,천안,2021-04-23 4:00,15.7,0.9,63,1020
232,천안,2021-04-23 5:00,15.4,1,57,1020.3
232,천안,2021-04-23 6:00,15.2,0.6,52,1020.7
232,천안,2021-04-23 7:00,17.1,1.9,38,1020.6
232,천안,2021-04-23 8:00,17.9,2.7,31,1020.8
232,천안,2021-04-23 9:00,18.6,4.2,26,1020.3
232,천안,2021-04-23 10:00,19.5,5.5,23,1020
232,천안,2021-04-23 11:00,21.2,5.4,22,1019.7
232,천안,2021-04-23 12:00,20.9,6,24,1019.2
232,천안,2021-04-23 13:00,21.4,2.4,25,1018.9
232,천안,2021-04-23 14:00,21.8,6.2,27,1017.8
232,천안,2021-04-23 15:00,21.1,5.2,23,1018.3
232,천안,2021-04-23 16:00,20.9,4.6,23,1018.3
232,천안,2021-04-23 17:00,20.3,4.8,21,1019.1
232,천안,2021-04-23 18:00,20.1,3.2,23,1019.1
232,천안,2021-04-23 19:00,19.5,4.6,22,1019.6
232,천안,2021-04-23 20:00,18.7,3.3,24,1020.2
232,천안,2021-04-23 21:00,17.9,2.4,25,1020.9
232,천안,2021-04-23 22:00,17.2,2.4,28,1020.9
232,천안,2021-04-23 23:00,16.8,3.8,31,1021.1
232,천안,2021-04-24 0:00,16.6,3.3,33,1021.5
232,천안,2021-04-24 1:00,16,3.2,37,1021.3
232,천안,2021-04-24 2:00,15.5,2.6,39,1021
232,천안,2021-04-24 3:00,15,2.3,40,1020.8
232,천안,2021-04-24 4:00,13.9,1.4,47,1020.9
232,천안,2021-04-24 5:00,14.1,1.6,51,1021
232,천안,2021-04-24 6:00,14.1,2.1,49,1021.3
232,천안,2021-04-24 7:00,14.4,0.7,45,1021.8
232,천안,2021-04-24 8:00,15.2,1.9,39,1022.1
232,천안,2021-04-24 9:00,15.9,2.7,40,1022.1
232,천안,2021-04-24 10:00,17.6,3.2,29,1021.9
232,천안,2021-04-24 11:00,19.2,2,29,1021.5
232,천안,2021-04-24 12:00,20.2,1,27,1021
232,천안,2021-04-24 13:00,21.3,2.7,25,1020
232,천안,2021-04-24 14:00,21.5,2.8,27,1019.5
232,천안,2021-04-24 15:00,21.9,3.2,25,1019.3
232,천안,2021-04-24 16:00,21.1,1.9,27,1019.1
232,천안,2021-04-24 17:00,21,1.9,26,1019
232,천안,2021-04-24 18:00,20.9,1.6,25,1019
232,천안,2021-04-24 19:00,19.2,1.6,33,1019
232,천안,2021-04-24 20:00,17.7,1.5,39,1019.7
232,천안,2021-04-24 21:00,15.7,2.2,57,1019.8
232,천안,2021-04-24 22:00,14,1.2,65,1019.8
232,천안,2021-04-24 23:00,11.8,0.5,75,1020.1
232,천안,2021-04-25 0:00,10.8,0.1,85,1020.1
232,천안,2021-04-25 1:00,10,0,89,1019.9
